source airport,source airport name,source city,source country,source lat,source lon,destination airport,destination airport name,destination city,destination country,destination lat,destination lon,equipment
AER,SOCHI,SOCHI,RUSSIA,43.446,39.947,KZN,KAZAN,KAZAN,RUSSIA,55.608,49.277,CR2
ASF,ASTRAKHAN,ASTRAKHAN,RUSSIA,46.283,48.006,KZN,KAZAN,KAZAN,RUSSIA,55.608,49.277,CR2
ASF,ASTRAKHAN,ASTRAKHAN,RUSSIA,46.283,48.006,MRV,MINERALNYYE VODY,MINERALNYE VODY,RUSSIA,44.225,43.082,CR2
CEK,BALANDINO,CHELYABINSK,RUSSIA,55.303,61.507,KZN,KAZAN,KAZAN,RUSSIA,55.608,49.277,CR2
KZN,KAZAN,KAZAN,RUSSIA,55.608,49.277,AER,SOCHI,SOCHI,RUSSIA,43.446,39.947,CR2
KZN,KAZAN,KAZAN,RUSSIA,55.608,49.277,ASF,ASTRAKHAN,ASTRAKHAN,RUSSIA,46.283,48.006,CR2
KZN,KAZAN,KAZAN,RUSSIA,55.608,49.277,CEK,BALANDINO,CHELYABINSK,RUSSIA,55.303,61.507,CR2
KZN,KAZAN,KAZAN,RUSSIA,55.608,49.277,LED,PULKOVO,ST. PETERSBURG,RUSSIA,59.8,30.265,CR2
KZN,KAZAN,KAZAN,RUSSIA,55.608,49.277,SVX,KOLTSOVO,SVERDLOVSK,RUSSIA,56.741,60.804,CR2
LED,PULKOVO,ST. PETERSBURG,RUSSIA,59.8,30.265,KZN,KAZAN,KAZAN,RUSSIA,55.608,49.277,CR2
LED,PULKOVO,ST. PETERSBURG,RUSSIA,59.8,30.265,NBC,BEAUFORT MCAS,BEAUFORT,USA,32.477,-80.723,CR2
MRV,MINERALNYYE VODY,MINERALNYE VODY,RUSSIA,44.225,43.082,ASF,ASTRAKHAN,ASTRAKHAN,RUSSIA,46.283,48.006,CR2
NBC,BEAUFORT MCAS,BEAUFORT,USA,32.477,-80.723,LED,PULKOVO,ST. PETERSBURG,RUSSIA,59.8,30.265,CR2
NBC,BEAUFORT MCAS,BEAUFORT,USA,32.477,-80.723,SVX,KOLTSOVO,SVERDLOVSK,RUSSIA,56.741,60.804,CR2
NJC,NIZHNEVARTOVSK,NIZHNEVARTOVSK,RUSSIA,60.95,76.467,SVX,KOLTSOVO,SVERDLOVSK,RUSSIA,56.741,60.804,CR2
SVX,KOLTSOVO,SVERDLOVSK,RUSSIA,56.741,60.804,KZN,KAZAN,KAZAN,RUSSIA,55.608,49.277,CR2
SVX,KOLTSOVO,SVERDLOVSK,RUSSIA,56.741,60.804,NBC,BEAUFORT MCAS,BEAUFORT,USA,32.477,-80.723,CR2
SVX,KOLTSOVO,SVERDLOVSK,RUSSIA,56.741,60.804,NJC,NIZHNEVARTOVSK,NIZHNEVARTOVSK,RUSSIA,60.95,76.467,CR2
BTK,BRATSK,BRATSK,RUSSIA,56.371,101.699,IKT,IRKUTSK,IRKUTSK,RUSSIA,52.267,104.395,A81
HTA,KADALA,CHITA,RUSSIA,52.026,113.305,IKT,IRKUTSK,IRKUTSK,RUSSIA,52.267,104.395,AN4
IKT,IRKUTSK,IRKUTSK,RUSSIA,52.267,104.395,BTK,BRATSK,BRATSK,RUSSIA,56.371,101.699,A81
IKT,IRKUTSK,IRKUTSK,RUSSIA,52.267,104.395,HTA,KADALA,CHITA,RUSSIA,52.026,113.305,AN4
IKT,IRKUTSK,IRKUTSK,RUSSIA,52.267,104.395,YKS,YAKUTSK,YAKUTSK,RUSSIA,62.093,129.771,A81
YKS,YAKUTSK,YAKUTSK,RUSSIA,62.093,129.771,IKT,IRKUTSK,IRKUTSK,RUSSIA,52.267,104.395,A81
AYP,CORONEL FAP ALFREDO MENDIVIL DUARTE,AYACUCHO,PERU,-13.155,-74.204,LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,142
CUZ,VELAZCO ASTETE,CUZCO,PERU,-13.536,-71.939,LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,142 141
CUZ,VELAZCO ASTETE,CUZCO,PERU,-13.536,-71.939,PEM,PADRE ALDAMIZ,PUERTO MALDONADO,PERU,-12.614,-69.229,142
IQT,CORONEL FAP FRANCISCO SECADA VIGNETTA,IQUITOS,PERU,-3.785,-73.309,PCL,CAP FAP DAVID AVENZUR RENGIFO,PUCALLPA,PERU,-8.378,-74.574,143
IQT,CORONEL FAP FRANCISCO SECADA VIGNETTA,IQUITOS,PERU,-3.785,-73.309,TPP,TARAPOTO,TARAPOTO,PERU,-6.509,-76.373,142
LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,AYP,CORONEL FAP ALFREDO MENDIVIL DUARTE,AYACUCHO,PERU,-13.155,-74.204,142
LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,CUZ,VELAZCO ASTETE,CUZCO,PERU,-13.536,-71.939,142 141
LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,PCL,CAP FAP DAVID AVENZUR RENGIFO,PUCALLPA,PERU,-8.378,-74.574,143 146
LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,TPP,TARAPOTO,TARAPOTO,PERU,-6.509,-76.373,142 146
PCL,CAP FAP DAVID AVENZUR RENGIFO,PUCALLPA,PERU,-8.378,-74.574,IQT,CORONEL FAP FRANCISCO SECADA VIGNETTA,IQUITOS,PERU,-3.785,-73.309,143
PCL,CAP FAP DAVID AVENZUR RENGIFO,PUCALLPA,PERU,-8.378,-74.574,LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,143 146
PCL,CAP FAP DAVID AVENZUR RENGIFO,PUCALLPA,PERU,-8.378,-74.574,TPP,TARAPOTO,TARAPOTO,PERU,-6.509,-76.373,146
PEM,PADRE ALDAMIZ,PUERTO MALDONADO,PERU,-12.614,-69.229,CUZ,VELAZCO ASTETE,CUZCO,PERU,-13.536,-71.939,142
TPP,TARAPOTO,TARAPOTO,PERU,-6.509,-76.373,IQT,CORONEL FAP FRANCISCO SECADA VIGNETTA,IQUITOS,PERU,-3.785,-73.309,142
TPP,TARAPOTO,TARAPOTO,PERU,-6.509,-76.373,LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,142 146
TPP,TARAPOTO,TARAPOTO,PERU,-6.509,-76.373,PCL,CAP FAP DAVID AVENZUR RENGIFO,PUCALLPA,PERU,-8.378,-74.574,146
ABJ,ABIDJAN FELIX HOUPHOUET BOIGNY INTERNATIONAL,ABIDJAN,IVORY COAST,5.26,-3.926,BOY,BOBO DIOULASSO,BOBO-DIOULASSO,BURKINA FASO,11.16,-4.331,CRJ
ABJ,ABIDJAN FELIX HOUPHOUET BOIGNY INTERNATIONAL,ABIDJAN,IVORY COAST,5.26,-3.926,OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,E70 CRJ M87
ACC,KOTOKA INTERNATIONAL,ACCRA,GHANA,5.603,-0.168,OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,CRJ
BKO,BAMAKO SENOU,BAMAKO,MALI,12.533,-7.95,ABJ,ABIDJAN FELIX HOUPHOUET BOIGNY INTERNATIONAL,ABIDJAN,IVORY COAST,5.26,-3.926,M87
BKO,BAMAKO SENOU,BAMAKO,MALI,12.533,-7.95,DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49,M87
BKO,BAMAKO SENOU,BAMAKO,MALI,12.533,-7.95,OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,CRJ
BOY,BOBO DIOULASSO,BOBO-DIOULASSO,BURKINA FASO,11.16,-4.331,ABJ,ABIDJAN FELIX HOUPHOUET BOIGNY INTERNATIONAL,ABIDJAN,IVORY COAST,5.26,-3.926,CRJ
BOY,BOBO DIOULASSO,BOBO-DIOULASSO,BURKINA FASO,11.16,-4.331,OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,CRJ
COO,COTONOU CADJEHOUN,COTONOU,BENIN,6.357,2.384,LFW,LOME TOKOIN,LOME,TOGO,6.166,1.254,M87
COO,COTONOU CADJEHOUN,COTONOU,BENIN,6.357,2.384,OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,M87
DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49,BKO,BAMAKO SENOU,BAMAKO,MALI,12.533,-7.95,M87
DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49,OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,M87
LFW,LOME TOKOIN,LOME,TOGO,6.166,1.254,OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,M87 CRJ
NIM,DIORI HAMANI,NIAMEY,NIGER,13.481,2.184,OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,CRJ
OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,ABJ,ABIDJAN FELIX HOUPHOUET BOIGNY INTERNATIONAL,ABIDJAN,IVORY COAST,5.26,-3.926,E70 CRJ M87
OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,ACC,KOTOKA INTERNATIONAL,ACCRA,GHANA,5.603,-0.168,CRJ
OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,BKO,BAMAKO SENOU,BAMAKO,MALI,12.533,-7.95,M87 CRJ
OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,BOY,BOBO DIOULASSO,BOBO-DIOULASSO,BURKINA FASO,11.16,-4.331,CRJ
OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,COO,COTONOU CADJEHOUN,COTONOU,BENIN,6.357,2.384,M87
OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49,M87
OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,LFW,LOME TOKOIN,LOME,TOGO,6.166,1.254,CRJ
OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,12.353,-1.512,NIM,DIORI HAMANI,NIAMEY,NIGER,13.481,2.184,CRJ
BOG,ELDORADO INTERNATIONAL,BOGOTA,COLOMBIA,4.701,-74.147,GYE,SIMON BOLIVAR INTERNATIONAL,GUAYAQUIL,ECUADOR,-2.158,-79.884,319
BOG,ELDORADO INTERNATIONAL,BOGOTA,COLOMBIA,4.701,-74.147,UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,-0.141,-78.488,319 320
CLO,ALFONSO BONILLA ARAGON INTERNATIONAL,CALI,COLOMBIA,3.543,-76.381,GYE,SIMON BOLIVAR INTERNATIONAL,GUAYAQUIL,ECUADOR,-2.158,-79.884,319
GYE,SIMON BOLIVAR INTERNATIONAL,GUAYAQUIL,ECUADOR,-2.158,-79.884,BOG,ELDORADO INTERNATIONAL,BOGOTA,COLOMBIA,4.701,-74.147,319
GYE,SIMON BOLIVAR INTERNATIONAL,GUAYAQUIL,ECUADOR,-2.158,-79.884,CLO,ALFONSO BONILLA ARAGON INTERNATIONAL,CALI,COLOMBIA,3.543,-76.381,319
GYE,SIMON BOLIVAR INTERNATIONAL,GUAYAQUIL,ECUADOR,-2.158,-79.884,UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,-0.141,-78.488,320 319
OCC,FRANCISCO DE ORELLANA,COCA,ECUADOR,-0.463,-76.986,UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,-0.141,-78.488,319
UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,-0.141,-78.488,BOG,ELDORADO INTERNATIONAL,BOGOTA,COLOMBIA,4.701,-74.147,319 320
UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,-0.141,-78.488,GYE,SIMON BOLIVAR INTERNATIONAL,GUAYAQUIL,ECUADOR,-2.158,-79.884,319
UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,-0.141,-78.488,OCC,FRANCISCO DE ORELLANA,COCA,ECUADOR,-0.463,-76.986,319
BDS,CASALE,BRINDISI,ITALY,40.657,17.947,ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,100
BOD,MERIGNAC,BORDEAUX,FRANCE,44.828,-0.716,ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,100
BRS,BRISTOL,BRISTOL,ENGLAND,51.383,-2.719,ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,100
GVA,GENEVA COINTRIN,GENEVA,SWITZERLAND,46.238,6.109,LPA,GRAN CANARIA,GRAN CANARIA,CANARY ISLANDS,27.932,-15.386,319
LCA,LARNACA,LARNACA,CYPRUS,34.875,33.625,ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,319
LPA,GRAN CANARIA,GRAN CANARIA,CANARY ISLANDS,27.932,-15.386,ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,319
TFS,TENERIFE SUR,TENERIFE,CANARY ISLANDS,28.044,-16.572,GVA,GENEVA COINTRIN,GENEVA,SWITZERLAND,46.238,6.109,319
ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,BDS,CASALE,BRINDISI,ITALY,40.657,17.947,100
ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,BOD,MERIGNAC,BORDEAUX,FRANCE,44.828,-0.716,100
ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,BRS,BRISTOL,BRISTOL,ENGLAND,51.383,-2.719,100
ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,LCA,LARNACA,LARNACA,CYPRUS,34.875,33.625,319
ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,LPA,GRAN CANARIA,GRAN CANARIA,CANARY ISLANDS,27.932,-15.386,319
AJR,ARVIDSJAUR,ARVIDSJAUR,SWEDEN,65.59,19.282,LYC,LYCKSELE,LYCKSELE,SWEDEN,64.548,18.716,ATP
ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,GEV,GALLIVARE,GALLIVARE,SWEDEN,67.132,20.814,ATP
ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,HAD,HALMSTAD,HALMSTAD,SWEDEN,56.691,12.82,SF3
ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,JKG,JONKOPING,JOENKOEPING,SWEDEN,57.758,14.069,ATP SF3
ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,KRF,KRAMFORS SOLLEFTEA,KRAMFORS,SWEDEN,63.048,17.769,ATP
ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,LYC,LYCKSELE,LYCKSELE,SWEDEN,64.548,18.716,ATP
ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,MHQ,MARIEHAMN,MARIEHAMN,FINLAND,60.122,19.898,SF3
ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,OER,ORNSKOLDSVIK,ORNSKOLDSVIK,SWEDEN,63.408,18.99,ATR
ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,POR,PORI,PORI,FINLAND,61.462,21.8,SF3
ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,TRF,TORP,TORP,NORWAY,59.187,10.259,SF3
ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,VBY,VISBY,VISBY,SWEDEN,57.663,18.346,SF3 ATP
ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,VHM,VILHELMINA,VILHELMINA,SWEDEN,64.579,16.833,SF3
ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,VXO,KRONOBERG,VAXJO,SWEDEN,56.929,14.728,SF3
GEV,GALLIVARE,GALLIVARE,SWEDEN,67.132,20.814,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,ATP
GEV,GALLIVARE,GALLIVARE,SWEDEN,67.132,20.814,KRF,KRAMFORS SOLLEFTEA,KRAMFORS,SWEDEN,63.048,17.769,ATP
HAD,HALMSTAD,HALMSTAD,SWEDEN,56.691,12.82,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,SF3 ATP
HAD,HALMSTAD,HALMSTAD,SWEDEN,56.691,12.82,JKG,JONKOPING,JOENKOEPING,SWEDEN,57.758,14.069,ATP SF3
HAD,HALMSTAD,HALMSTAD,SWEDEN,56.691,12.82,VXO,KRONOBERG,VAXJO,SWEDEN,56.929,14.728,SF3
JKG,JONKOPING,JOENKOEPING,SWEDEN,57.758,14.069,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,ATP SF3
JKG,JONKOPING,JOENKOEPING,SWEDEN,57.758,14.069,HAD,HALMSTAD,HALMSTAD,SWEDEN,56.691,12.82,ATP SF3
KOK,KRUUNUPYY,KRUUNUPYY,FINLAND,63.721,23.143,POR,PORI,PORI,FINLAND,61.462,21.8,SF3
KRF,KRAMFORS SOLLEFTEA,KRAMFORS,SWEDEN,63.048,17.769,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,ATP
KRF,KRAMFORS SOLLEFTEA,KRAMFORS,SWEDEN,63.048,17.769,GEV,GALLIVARE,GALLIVARE,SWEDEN,67.132,20.814,ATP
LYC,LYCKSELE,LYCKSELE,SWEDEN,64.548,18.716,AJR,ARVIDSJAUR,ARVIDSJAUR,SWEDEN,65.59,19.282,ATP
LYC,LYCKSELE,LYCKSELE,SWEDEN,64.548,18.716,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,ATP
MHQ,MARIEHAMN,MARIEHAMN,FINLAND,60.122,19.898,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,SF3
MHQ,MARIEHAMN,MARIEHAMN,FINLAND,60.122,19.898,TKU,TURKU,TURKU,FINLAND,60.514,22.263,SF3
OER,ORNSKOLDSVIK,ORNSKOLDSVIK,SWEDEN,63.408,18.99,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,ATR
OSL,OSLO GARDERMOEN,OSLO,NORWAY,60.194,11.1,VXO,KRONOBERG,VAXJO,SWEDEN,56.929,14.728,SF3
POR,PORI,PORI,FINLAND,61.462,21.8,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,SF3
POR,PORI,PORI,FINLAND,61.462,21.8,KOK,KRUUNUPYY,KRUUNUPYY,FINLAND,63.721,23.143,SF3
TKU,TURKU,TURKU,FINLAND,60.514,22.263,MHQ,MARIEHAMN,MARIEHAMN,FINLAND,60.122,19.898,SF3
TRF,TORP,TORP,NORWAY,59.187,10.259,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,SF3
VBY,VISBY,VISBY,SWEDEN,57.663,18.346,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,SF3 ATP
VHM,VILHELMINA,VILHELMINA,SWEDEN,64.579,16.833,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,SF3
VXO,KRONOBERG,VAXJO,SWEDEN,56.929,14.728,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,SF3
VXO,KRONOBERG,VAXJO,SWEDEN,56.929,14.728,OSL,OSLO GARDERMOEN,OSLO,NORWAY,60.194,11.1,SF3
CGY,CAGAYAN DE ORO,LADAG,PHILIPPINES,8.414,124.611,MNL,NINOY AQUINO INTERNATIONAL,MANILA,PHILIPPINES,14.509,121.019,320
CGY,CAGAYAN DE ORO,LADAG,PHILIPPINES,8.414,124.611,MNL,MALABANG,MANILA,PHILIPPINES,7.617,124.059,320
DGT,DUMAGUETE,DUMAGUETE,PHILIPPINES,9.334,123.302,MNL,NINOY AQUINO INTERNATIONAL,MANILA,PHILIPPINES,14.509,121.019,320
DGT,DUMAGUETE,DUMAGUETE,PHILIPPINES,9.334,123.302,MNL,MALABANG,MANILA,PHILIPPINES,7.617,124.059,320
KLO,KALIBO,KALIBO,PHILIPPINES,11.681,122.378,MNL,NINOY AQUINO INTERNATIONAL,MANILA,PHILIPPINES,14.509,121.019,320
KLO,KALIBO,KALIBO,PHILIPPINES,11.681,122.378,MNL,MALABANG,MANILA,PHILIPPINES,7.617,124.059,320
LGP,PAGADIAN,LEGAZPI,PHILIPPINES,7.828,123.46,MNL,NINOY AQUINO INTERNATIONAL,MANILA,PHILIPPINES,14.509,121.019,320
LGP,PAGADIAN,LEGAZPI,PHILIPPINES,7.828,123.46,MNL,MALABANG,MANILA,PHILIPPINES,7.617,124.059,320
MNL,NINOY AQUINO INTERNATIONAL,MANILA,PHILIPPINES,14.509,121.019,CGY,CAGAYAN DE ORO,LADAG,PHILIPPINES,8.414,124.611,320
MNL,MALABANG,MANILA,PHILIPPINES,7.617,124.059,CGY,CAGAYAN DE ORO,LADAG,PHILIPPINES,8.414,124.611,320
MNL,NINOY AQUINO INTERNATIONAL,MANILA,PHILIPPINES,14.509,121.019,DGT,DUMAGUETE,DUMAGUETE,PHILIPPINES,9.334,123.302,320
MNL,MALABANG,MANILA,PHILIPPINES,7.617,124.059,DGT,DUMAGUETE,DUMAGUETE,PHILIPPINES,9.334,123.302,320
MNL,NINOY AQUINO INTERNATIONAL,MANILA,PHILIPPINES,14.509,121.019,KLO,KALIBO,KALIBO,PHILIPPINES,11.681,122.378,320
MNL,MALABANG,MANILA,PHILIPPINES,7.617,124.059,KLO,KALIBO,KALIBO,PHILIPPINES,11.681,122.378,320
MNL,NINOY AQUINO INTERNATIONAL,MANILA,PHILIPPINES,14.509,121.019,LGP,PAGADIAN,LEGAZPI,PHILIPPINES,7.828,123.46,320
MNL,MALABANG,MANILA,PHILIPPINES,7.617,124.059,LGP,PAGADIAN,LEGAZPI,PHILIPPINES,7.828,123.46,320
MNL,NINOY AQUINO INTERNATIONAL,MANILA,PHILIPPINES,14.509,121.019,PPS,PUERTO PRINCESA,PUERTO PRINCESA,PHILIPPINES,9.742,118.759,320
MNL,MALABANG,MANILA,PHILIPPINES,7.617,124.059,PPS,PUERTO PRINCESA,PUERTO PRINCESA,PHILIPPINES,9.742,118.759,320
MNL,NINOY AQUINO INTERNATIONAL,MANILA,PHILIPPINES,14.509,121.019,ZAM,ZAMBOANGA INTERNATIONAL,ZAMBOANGA,PHILIPPINES,6.922,122.059,320
MNL,MALABANG,MANILA,PHILIPPINES,7.617,124.059,ZAM,ZAMBOANGA INTERNATIONAL,ZAMBOANGA,PHILIPPINES,6.922,122.059,320
PPS,PUERTO PRINCESA,PUERTO PRINCESA,PHILIPPINES,9.742,118.759,MNL,NINOY AQUINO INTERNATIONAL,MANILA,PHILIPPINES,14.509,121.019,320
PPS,PUERTO PRINCESA,PUERTO PRINCESA,PHILIPPINES,9.742,118.759,MNL,MALABANG,MANILA,PHILIPPINES,7.617,124.059,320
ZAM,ZAMBOANGA INTERNATIONAL,ZAMBOANGA,PHILIPPINES,6.922,122.059,MNL,NINOY AQUINO INTERNATIONAL,MANILA,PHILIPPINES,14.509,121.019,320
ZAM,ZAMBOANGA INTERNATIONAL,ZAMBOANGA,PHILIPPINES,6.922,122.059,MNL,MALABANG,MANILA,PHILIPPINES,7.617,124.059,320
BSB,PRESIDENTE JUSCELINO KUBITSCHEK,BRASILIA,BRAZIL,-15.862,-47.913,RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774,AT7
CAC,CASCAVEL,CASCAVEL,BRAZIL,-25.0,-53.501,GRU,GUARULHOS,SAO PAULO,BRAZIL,-23.432,-46.469,AT7
CGB,MARECHAL RONDON,CUIABA,BRAZIL,-15.653,-56.117,GYN,SANTA GENOVEVA,GOIANIA,BRAZIL,-16.631,-49.222,AT7
GIG,GALEAO ANTONIO CARLOS JOBIM,RIO DE JANEIRO,BRAZIL,-22.809,-43.244,RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774,AT7
GRU,GUARULHOS,SAO PAULO,BRAZIL,-23.432,-46.469,CAC,CASCAVEL,CASCAVEL,BRAZIL,-25.0,-53.501,AT7
GRU,GUARULHOS,SAO PAULO,BRAZIL,-23.432,-46.469,RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774,AT7
GRU,GUARULHOS,SAO PAULO,BRAZIL,-23.432,-46.469,UBA,UBERABA,UBERABA,BRAZIL,-19.765,-47.965,AT7
GRU,GUARULHOS,SAO PAULO,BRAZIL,-23.432,-46.469,UDI,UBERLANDIA,UBERLANDIA,BRAZIL,-18.883,-48.226,AT7
GYN,SANTA GENOVEVA,GOIANIA,BRAZIL,-16.631,-49.222,CGB,MARECHAL RONDON,CUIABA,BRAZIL,-15.653,-56.117,AT7
GYN,SANTA GENOVEVA,GOIANIA,BRAZIL,-16.631,-49.222,RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774,AT7
GYN,SANTA GENOVEVA,GOIANIA,BRAZIL,-16.631,-49.222,UDI,UBERLANDIA,UBERLANDIA,BRAZIL,-18.883,-48.226,AT7
PLU,PAMPULHA,BELO HORIZONTE,BRAZIL,-19.852,-43.95,RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774,AT7
RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774,BSB,PRESIDENTE JUSCELINO KUBITSCHEK,BRASILIA,BRAZIL,-15.862,-47.913,AT7
RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774,GIG,GALEAO ANTONIO CARLOS JOBIM,RIO DE JANEIRO,BRAZIL,-22.809,-43.244,AT7
RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774,GRU,GUARULHOS,SAO PAULO,BRAZIL,-23.432,-46.469,AT7
RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774,GYN,SANTA GENOVEVA,GOIANIA,BRAZIL,-16.631,-49.222,AT7
RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774,PLU,PAMPULHA,BELO HORIZONTE,BRAZIL,-19.852,-43.95,AT7
RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774,SJP,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,BRAZIL,-20.816,-49.406,AT7
RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774,UDI,UBERLANDIA,UBERLANDIA,BRAZIL,-18.883,-48.226,AT7
SJP,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,BRAZIL,-20.816,-49.406,RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774,AT7
UBA,UBERABA,UBERABA,BRAZIL,-19.765,-47.965,GRU,GUARULHOS,SAO PAULO,BRAZIL,-23.432,-46.469,AT7
UBA,UBERABA,UBERABA,BRAZIL,-19.765,-47.965,UDI,UBERLANDIA,UBERLANDIA,BRAZIL,-18.883,-48.226,AT7
UDI,UBERLANDIA,UBERLANDIA,BRAZIL,-18.883,-48.226,GRU,GUARULHOS,SAO PAULO,BRAZIL,-23.432,-46.469,AT7
UDI,UBERLANDIA,UBERLANDIA,BRAZIL,-18.883,-48.226,GYN,SANTA GENOVEVA,GOIANIA,BRAZIL,-16.631,-49.222,AT7
